,compound_id,compound_name,compound_name_iupac,compound_sf,compound_mw,compound_rt,compound_mq,compound_iso_smiles,compound_can_smiles,compound_xlogp,compound_folder,KMD-CH2,KMD-OCH2,KMD-C2H4O,KMD-CO,KMD-H2,KMD-COO,KMD-H2O,KMD-O,KMD-O2,KMD-S,KMD-OS,KMD-Cl,KMD-Br,KMD-NH3,KMD-C2H4,KMD-C3H8,KMD-C3H8O,KMD-C5H6O,KMD-CH4,KMD-C2O,KMD-C2H2O,KMD-C3H6O,KMDrem-CH2,KMDn-CH2,KMDrescaled-CH2,KMDrem-OCH2,KMDn-OCH2,KMDrescaled-OCH2,KMDrem-C2H4O,KMDn-C2H4O,KMDrescaled-C2H4O,KMDrem-CO,KMDn-CO,KMDrescaled-CO,KMDrem-H2,KMDn-H2,KMDrescaled-H2,KMDrem-COO,KMDn-COO,KMDrescaled-COO,KMDrem-H2O,KMDn-H2O,KMDrescaled-H2O,KMDrem-O,KMDn-O,KMDrescaled-O,KMDrem-O2,KMDn-O2,KMDrescaled-O2,KMDrem-S,KMDn-S,KMDrescaled-S,KMDrem-OS,KMDn-OS,KMDrescaled-OS,KMDrem-Cl,KMDn-Cl,KMDrescaled-Cl,KMDrem-Br,KMDn-Br,KMDrescaled-Br,KMDrem-NH3,KMDn-NH3,KMDrescaled-NH3,KMDrem-C2H4,KMDn-C2H4,KMDrescaled-C2H4,KMDrem-C3H8,KMDn-C3H8,KMDrescaled-C3H8,KMDrem-C3H8O,KMDn-C3H8O,KMDrescaled-C3H8O,KMDrem-C5H6O,KMDn-C5H6O,KMDrescaled-C5H6O,KMDrem-CH4,KMDn-CH4,KMDrescaled-CH4,KMDrem-C2O,KMDn-C2O,KMDrescaled-C2O,KMDrem-C2H2O,KMDn-C2H2O,KMDrescaled-C2H2O,KMDrem-C3H6O,KMDn-C3H6O,KMDrescaled-C3H6O,Kat-3_neg,Kat-3_pos,Kat-6_neg,Kat-6_pos,CV_Kat-3_neg,CV_Kat-3_pos,CV_Kat-6_neg,CV_Kat-6_pos,Kat-3,Kat-6,CV_Kat-3,CV_Kat-6,rt_predicted,rt_predicted_sd
208,Ruthenium2_0303,7-Hydroxycoumarine,7-hydroxychromen-2-one,C9 H6 O3,162.03164,7.067,0.7709999999999999,C1=CC(=CC2=C1C=CC(=O)O2)O,C1=CC(=CC2=C1C=CC(=O)O2)O,1.6,Ruthenium2,0.1492867211222233,0.0254003488733474,0.0648393070285067,-0.0610736504431201,0.2264184573041063,-0.0691028656372907,0.0634049422044427,-0.0831559068175806,-0.0831559068175806,-0.1731808276354058,-0.1431614111913575,-0.1759641808085064,-0.1993274135170111,0.2210121592514724,0.1492867211222233,0.1985602692279542,0.1235317537790763,0.0510424733450918,0.2847168257305554,-0.0522424325576196,0.0091072047171394,0.0852312329013216,C6 O3,3,8.560769090758033,C6,3,2.3991551228062864,C7 H2 O2,1,2.680345788929022,C6 H6,3,2.7878974182982805,C9 O3,3,77.38681758755526,C6 H6,3,1.7742044364186265,C9,3,5.9964805043433085,C9 H6,3,7.130200623505797,C9 H6 O,1,4.065100311752898,C9 H6 O3,0,5.067913591466937,C9 H6 O3,0,3.3779836562600787,C9 H6 O3,0,4.63360052231553,C9 H6 O3,0,2.0531567281208334,C9 H6 O3,0,9.516414224032728,C7 H2 O3,1,4.780384545379016,C9 H6 O3,0,3.6773066751379457,C9 H6 O3,0,2.697942037442454,C4 O2,1,0.9749879457458884,C8 H2 O3,1,9.107208570051627,C3 H6,3,1.051307412288009,C3,3,0.8569273055661908,C6 O2,1,1.7916348755207177,0.0,959007.468791119,0.0,687311.030743655,1000.0,129.199794900749,1000.0,12.5430258011499,959007.468791119,687311.030743655,129.199794900749,12.5430258011499,2.613150345394115,0.050558336931937134
218,Ruthenium2_0321,None,None,C13 H12 O3,216.07842,8.725,0.0,None,None,,Ruthenium2,0.1628560867931696,-0.0023534462034717,0.050240650632304,-0.1176714491772941,-0.4007273979754018,-0.1283788649203074,0.0483278434491296,-0.1471193956859622,-0.1471193956859622,-0.2671727547147213,-0.2271401532144921,-0.2708845146891576,-0.3020407160936997,0.2585060434607271,0.1628560867931696,0.2285651694295722,0.1285103710387147,0.0318417871553151,0.3434598443321306,-0.105894517169645,-0.02408128186633,0.0774344451489241,C7 O3,6,9.416954850591525,C10 H6,3,4.200085920424395,C7,3,1.907954169575321,C10 H12,3,4.718496276263655,C13 O3,6,101.2004749511708,C10 H12,3,3.002828214418921,C13 H6,3,8.997327570582355,C13 H12,3,10.509208982028248,C13 H12 O,1,5.754604491014125,C13 H12 O3,0,6.7583561623772415,C13 H12 O3,0,4.504736761521371,C13 H12 O3,0,6.179174541711378,C13 H12 O3,0,2.7380033568814754,C13 H12 O3,0,12.690689285432269,C7 O3,3,4.7084774252957615,C10 H4 O3,1,3.9039013353966414,C10 H4 O2,1,2.5978618943279934,C3 O,2,0.6337607602912848,C10 O3,3,10.478547747707024,C7 H12,3,2.402652969778815,C7 H6,3,2.1434358445462807,C7 O,2,1.72280671790648,0.0,1617203.09922155,0.0,131271.313644103,1000.0,1.93788453409435,1000.0,33.1664088932966,1617203.09922155,131271.313644103,1.93788453409435,33.1664088932966,,
222,Ruthenium2_0325,None,None,C13 H12 O,184.08876,10.557,0.0,None,None,,Ruthenium2,0.1167959996940339,-0.0239548354404064,0.02085288793063,-0.1222004083816159,0.3405560361311472,-0.1313226283929509,0.0192232652109396,-0.1472886886334379,-0.1472886886334379,-0.2495685646036349,-0.2154626507888792,-0.2527308113986066,-0.2792744453389275,0.198285312310162,0.1167959996940339,0.1727770807444812,0.0875350479314818,0.0051779123227788,0.2706619978658295,-0.1121670102759821,-0.0424659404580154,0.0440207355678978,C7 O,6,7.134518496086798,C12 H10,1,5.134133660746881,C11 H8,1,3.181345501946515,C12 H12,1,5.575794836596561,C13 O,6,85.32974927155725,C12 H12,1,3.548408872837253,C13 H10,1,9.221157317158516,C13 H12,1,10.509208982028248,C13 H12 O,0,5.754604491014125,C13 H12 O,0,5.757800738093243,C13 H12 O,0,3.837823285312042,C13 H12 O,0,5.264365310477818,C13 H12 O,0,2.3326497406151296,C13 H12 O,0,10.81186880048528,C7 O,3,3.567259248043399,C10 H4 O,1,3.177892678350849,C10 H4,1,2.0652086650953496,C8 H6,1,1.2438399642187592,C10 O,3,8.483087056316732,C11 H12,1,3.602805550590002,C11 H10,1,3.3819647841179807,C10 H6,1,2.171655762604944,0.0,1528157.0438997,0.0,13353.2024078281,1000.0,8.27634530276455,1000.0,54.280283414409,1528157.0438997,13353.2024078281,8.27634530276455,54.280283414409,,
238,Ruthenium2_0346,None,None,C13 H24 O4,244.16722,9.52,0.0,None,None,,Ruthenium2,0.1054204208470537,-0.0812652851539894,-0.0218342951791328,-0.2115738842360599,-0.2714381877722189,-0.2236731949185184,-0.0239957549505618,-0.2448498737297484,-0.2448498737297484,-0.3805093945912574,-0.3352728132719278,-0.3847036594061421,-0.4199099659068963,0.2135042545433236,0.1054204208470537,0.1796712601307035,0.0666099837165461,-0.0426248921592957,0.3095015012244744,-0.1982660270773806,-0.1058175992185113,0.0088945171121395,C O4,12,5.421058468842941,C9 H16,4,4.136050148424322,C5 H8,4,1.5459562137390972,C9 H24,4,4.721850470696324,C13 O4,12,109.13583779097756,C9 H24,4,3.0049628075370145,C13 H16,4,9.556901937022758,C13 H24,4,11.265318075099804,C13 H24,2,5.632659037549901,C13 H24 O4,0,7.636898401730839,C13 H24 O4,0,5.09032317145295,C13 H24 O4,0,6.982426946408902,C13 H24 O4,0,3.093925942598859,C13 H24 O4,0,14.340396154364525,C O4,6,2.7105292344214704,C4 O4,3,2.541376537540033,C4 O,3,1.0655604839826798,C3 H12 O2,2,0.9761324880716152,C7 O4,6,9.230671080215696,C5 H24,4,2.10496263273246,C5 H16,4,1.8120489712107688,C,4,0.2067473200365303,0.0,951566.301216317,0.0,1426820.08499715,1000.0,20.6680274223019,1000.0,9.64303421113537,951566.301216317,1426820.08499715,20.6680274223019,9.64303421113537,,
239,Ruthenium2_0347,None,None,C13 H10,166.07817,9.502,0.0,None,None,,Ruthenium2,0.1072751312600814,-0.0197051424138976,0.0207187525557515,-0.1083387176776682,0.2113068351544882,-0.1165684521047865,0.0192485663310435,-0.1309724497570528,-0.1309724497570528,-0.2232456261799882,-0.1924765137554516,-0.2260984899876348,-0.2500451891231705,0.1807918191548196,0.1072751312600814,0.1577792223055212,0.0808769670202593,0.0065773608502297,0.2460874270330464,-0.0992869515825134,-0.036405186707725,0.0416199403221355,C8,5,6.849486078667926,C13 H10,0,5.533992847881262,C13 H10,0,3.772258216407217,C13 H10,0,5.932443537663161,C13,5,77.39438643175048,C13 H10,0,3.775378381658542,C13 H10,0,9.221157317158516,C13 H10,0,10.383190799849656,C13 H10,0,5.191595399924828,C13 H10,0,5.194478938082643,C13 H10,0,3.462344935236225,C13 H10,0,4.749319396680914,C13 H10,0,2.1044319695512548,C13 H10,0,9.754075786935324,C9 H2,2,3.924743039333964,C10 H2,1,2.7691432042245374,C13 H10,0,2.7653200546393,C13 H10,0,2.0243110112251514,C11 H2,2,8.359624546152663,C13 H10,0,4.152484182102389,C13 H10,0,3.9532496544954414,C13 H10,0,2.8613527642076293,0.0,1337588.17632383,0.0,100561.294736321,1000.0,19.1367328981418,1000.0,17.2864866733559,1337588.17632383,100561.294736321,19.1367328981418,17.2864866733559,,
262,Ruthenium2_0386,None,None,C13 H12 O,184.08876,10.892,0.0,None,None,,Ruthenium2,0.1167959996940339,-0.0239548354404064,0.02085288793063,-0.1222004083816159,0.3405560361311472,-0.1313226283929509,0.0192232652109396,-0.1472886886334379,-0.1472886886334379,-0.2495685646036349,-0.2154626507888792,-0.2527308113986066,-0.2792744453389275,0.198285312310162,0.1167959996940339,0.1727770807444812,0.0875350479314818,0.0051779123227788,0.2706619978658295,-0.1121670102759821,-0.0424659404580154,0.0440207355678978,C7 O,6,7.134518496086798,C12 H10,1,5.134133660746881,C11 H8,1,3.181345501946515,C12 H12,1,5.575794836596561,C13 O,6,85.32974927155725,C12 H12,1,3.548408872837253,C13 H10,1,9.221157317158516,C13 H12,1,10.509208982028248,C13 H12 O,0,5.754604491014125,C13 H12 O,0,5.757800738093243,C13 H12 O,0,3.837823285312042,C13 H12 O,0,5.264365310477818,C13 H12 O,0,2.3326497406151296,C13 H12 O,0,10.81186880048528,C7 O,3,3.567259248043399,C10 H4 O,1,3.177892678350849,C10 H4,1,2.0652086650953496,C8 H6,1,1.2438399642187592,C10 O,3,8.483087056316732,C11 H12,1,3.602805550590002,C11 H10,1,3.3819647841179807,C10 H6,1,2.171655762604944,0.0,1233618.86761363,0.0,27702.953677528,1000.0,13.1881928304257,1000.0,52.2892196941329,1233618.86761363,27702.953677528,13.1881928304257,52.2892196941329,,
263,Ruthenium2_0387,None,None,C6 H15 N O2,133.11031,1.421,0.0,None,None,,Ruthenium2,0.0383227728082431,-0.0634508895136889,-0.0310514646475894,-0.134489983211381,-0.0768047460269372,-0.141086048791891,-0.0322298070156819,-0.1526307364093782,-0.1526307364093782,-0.2265869409986862,-0.2019257462537496,-0.2288734882663163,-0.248066573940406,0.0972458035463716,0.0383227728082431,0.0788013932995852,0.0171648576807399,-0.0423856757227554,0.1495797051440774,-0.1272350658976222,-0.0768358399437829,-0.014299331703512,H3 N O2,6,3.4972604277951143,C4 H11 N,2,2.435447320918093,C2 H7 N,2,1.0234322775065594,C4 H15 N,2,2.75480209659109,C6 H N O2,7,59.0383868579295,C4 H15 N,2,1.7531427337131371,C6 H11 N,2,5.3906776973544375,C6 H15 N,2,6.322037465842908,C6 H15 N,1,3.161018732921454,C6 H15 N O2,0,4.163329863771893,C6 H15 N O2,0,2.775039467744782,C6 H15 N O2,0,3.806538348212314,C6 H15 N O2,0,1.6866839907417197,C6 H12 O2,1,6.817807233660991,H3 N O2,3,1.7486302138975571,C3 H7 N O2,1,2.020935622230689,C3 H7 N O,1,1.216380064988137,C H9 N O,1,0.6224677368134255,C3 H3 N O2,3,5.303149317683405,C2 H15 N,2,1.3281800947235305,C2 H11 N,2,1.168495347019719,H3 N,2,0.2933494496772462,0.0,400608.652066016,0.0,1268434.88748115,1000.0,14.9686657038721,1000.0,8.44294256657396,400608.652066016,1268434.88748115,14.9686657038721,8.44294256657396,,
265,Ruthenium2_0391,None,None,C9 H16 O4,188.10471,8.068,0.0,None,None,,Ruthenium2,0.1053302637901651,-0.038491091871208,0.0072941250560347,-0.1388799206453654,0.3557869824056467,-0.1482011445473006,0.0056289516413414,-0.1645155090493801,-0.1645155090493801,-0.2690266503499856,-0.2341767060762833,-0.2722578824812558,-0.2993805735390253,0.1885972895323107,0.1053302637901651,0.1625325884539847,0.0754309758291924,-0.0087228047172516,0.2625528935963928,-0.1286276410332618,-0.0574060220446597,0.0309673860478199,C O4,8,5.421058468842941,C5 H8,4,2.2679546677793514,C,4,0.272564881367903,C5 H16,4,2.719251033631096,C9 O4,8,85.32218042736201,C5 H16,4,1.730518209148844,C9 H8,4,6.444139997495632,C9 H16,4,7.760291534398758,C9 H16,2,3.880145767199379,C9 H16 O4,0,5.883411742951935,C9 H16 O4,0,3.921548454220506,C9 H16 O4,0,5.379211628832931,C9 H16 O4,0,2.3835383509075148,C9 H16 O4,0,11.047738321888524,C O4,4,2.7105292344214704,C3 O4,2,2.269036731677921,C3 O2,2,1.1320786312574125,C4 H10 O3,1,1.2927911185688743,C5 O4,4,7.733599738091378,C H16,4,0.7032194163484474,C H8,4,0.4775608328222888,C3 H4 O2,2,1.240847956904221,0.0,1033331.1749343,0.0,519358.535401446,1000.0,38.9469637769655,1000.0,14.532337196515,1033331.1749343,519358.535401446,38.9469637769655,14.532337196515,,
266,Ruthenium2_0392,7-Hydroxycoumarine,7-hydroxychromen-2-one,C9 H6 O3,162.03157,8.04,0.804,C1=CC(=CC2=C1C=CC(=O)O2)O,C1=CC(=CC2=C1C=CC(=O)O2)O,1.6,Ruthenium2,0.1493566429593329,0.0254703242310938,0.064909265348092,-0.0610036377273104,0.2264879138047888,-0.0690328494527818,0.0634749011436497,-0.0830858845619388,-0.0830858845619388,-0.1731107664876958,-0.1430913630125019,-0.1758941184583591,-0.1992573410736327,0.221082050102126,0.1493566429593329,0.1986301697781414,0.1236016867426883,0.0511124376251075,0.2847866890598993,-0.0521724236570548,0.009177187113778,0.0853011824112854,C6 O3,3,8.560769090758033,C6,3,2.3991551228062864,C7 H2 O2,1,2.680345788929022,C6 H6,3,2.7878974182982805,C9 O3,3,77.38681758755526,C6 H6,3,1.7742044364186265,C9,3,5.9964805043433085,C9 H6,3,7.130200623505797,C9 H6 O,1,4.065100311752898,C9 H6 O3,0,5.067913591466937,C9 H6 O3,0,3.3779836562600787,C9 H6 O3,0,4.63360052231553,C9 H6 O3,0,2.0531567281208334,C9 H6 O3,0,9.516414224032728,C7 H2 O3,1,4.780384545379016,C9 H6 O3,0,3.6773066751379457,C9 H6 O3,0,2.697942037442454,C4 O2,1,0.9749879457458884,C8 H2 O3,1,9.107208570051627,C3 H6,3,1.051307412288009,C3,3,0.8569273055661908,C6 O2,1,1.7916348755207177,0.0,1108586.65201192,0.0,185342.39726268,1000.0,26.5259145717451,1000.0,2.15565388176736,1108586.65201192,185342.39726268,26.5259145717451,2.15565388176736,2.613150345394115,0.050558336931937134
282,Ruthenium2_0418,None,None,C15 H12 O3,240.07841,9.507,0.0,None,None,,Ruthenium2,0.1896648002893073,0.006105322213358,0.0645410843024762,-0.1220211366821502,-0.2143748392336988,-0.1339178330148627,0.0624158202101057,-0.1547398884000017,-0.1547398884000017,-0.2881276628514513,-0.2436486106798554,-0.2922516907527779,-0.3268684345019039,0.2959386684215985,0.1896648002893073,0.2626722393565899,0.1515042804713857,0.0440986454445919,0.3903283508186632,-0.1089361321218689,-0.0180358402344325,0.0947553136985561,C9 O3,6,11.129326370258504,C12 H6,3,4.999804294693158,C9,3,2.453083932311127,C12 H12,3,5.575794836596561,C15 O3,6,113.10730363297856,C12 H12,3,3.548408872837253,C15 H6,3,10.329878793769756,C15 H12,3,12.009685888021586,C15 H12 O,1,6.504842944010794,C15 H12 O3,0,7.509011316029494,C15 H12 O3,0,5.005080896195288,C15 H12 O3,0,6.8654996041391145,C15 H12 O3,0,3.0421152268657443,C15 H12 O3,0,14.100252659517349,C9 O3,3,5.564663185129253,C12 H4 O3,1,4.448580947120866,C12 H4 O2,1,2.9974788290111727,C5 O,2,0.926294335127966,C12 O3,3,11.97561908983134,C9 H12,3,3.0027292601844087,C9 H6,3,2.7147207149237413,C9 O,2,2.1363013579795407,0.0,1074528.21065533,0.0,709397.548444587,1000.0,17.1069262780024,1000.0,9.05343159493728,1074528.21065533,709397.548444587,17.1069262780024,9.05343159493728,,
296,Ruthenium2_0435,None,None,C11 H8 O5,220.03694,7.219,0.0,None,None,,Ruthenium2,0.2087562237744009,0.0405200801585579,0.0940776919265715,-0.0769105290678169,-0.3285123541012069,-0.0878141028508991,0.0921298424403005,-0.1068979569611201,-0.1068979569611201,-0.2291506731620813,-0.1883846811932983,-0.2329304319495975,-0.2646574096787049,0.3061584714225773,0.2087562237744009,0.275669085658194,0.1737813003335873,0.0753417643917657,0.3926686115148357,-0.0649178456635581,0.0183941942321439,0.1217696721457173,C7 O5,4,11.699391205096248,C7 O,4,3.3319904397794247,C7 O3,2,2.99786717101853,C6 H8,5,2.8598979973981344,C11 O5,4,105.16437194897657,C6 H8,5,1.8200252568065032,C11 O,4,8.21711685424263,C11 H8,5,8.756695711677725,C11 H8 O,2,4.878347855838864,C11 H8 O5,0,6.882168257271787,C11 H8 O5,0,4.587262879114476,C11 H8 O5,0,6.29237611415695,C11 H8 O5,0,2.788163177302149,C11 H8 O5,0,12.923180854141256,C7 O5,2,5.849695602548124,C8 O5,1,3.9937400895113777,C8 O4,1,2.663774197198004,C6 H2 O4,1,1.6820108716124402,C9 O5,2,11.725472768035155,C H8,5,0.5016287807756221,C3 O,4,1.2376628357803403,C8 H2 O4,1,2.791007991641862,0.0,1058044.99629062,0.0,53239.775675476,1000.0,8.8494648180663,1000.0,11.2147113788534,1058044.99629062,53239.775675476,8.8494648180663,11.2147113788534,,
307,Ruthenium2_0448,None,None,C13 H8 O2,196.05229,8.786,0.0,None,None,,Ruthenium2,0.1666246391298216,0.0167267119151404,0.0644463922290299,-0.0879036281310732,0.4699141911588356,-0.0976186814732784,0.0627108638565516,-0.1146223414057487,-0.1146223414057487,-0.2235491651014172,-0.1872267817797706,-0.2269169194700282,-0.2551855667188647,0.253409765766122,0.1666246391298216,0.2262438094507786,0.13546208145587,0.0477527338893537,0.3304900554361438,-0.0772181812027099,-0.0029873897450443,0.0891198681308651,C9 O2,4,9.98810819300614,C11 H4,2,4.532780424531915,C9,2,2.453083932311127,C11 H8,2,5.0031443982304005,C13 O2,4,93.26511211136402,C11 H8,2,3.1839769028523333,C13 H4,2,8.885412697294274,C13 H8,2,10.257172617671063,C13 H8,1,5.128586308835532,C13 H8 O2,0,6.131990274498042,C13 H8 O2,0,4.087236799474401,C13 H8 O2,0,5.606487329734349,C13 H8 O2,0,2.484244622886899,C13 H8 O2,0,11.514513500805853,C9 O2,2,4.994054096503071,C10 O2,1,3.449406715666914,C10 O,1,2.264411288032217,C8 H2 O,1,1.3896632523403327,C11 O2,2,10.229353073074035,C9 H8,2,2.901933942397996,C9 H4,2,2.6667411155153515,C10 H2 O,1,2.3777761987626183,0.0,968024.88662735,0.0,8447.1468983373,1000.0,16.9146150936981,1000.0,58.2832840483111,968024.88662735,8447.1468983373,16.9146150936981,58.2832840483111,,
313,Ruthenium2_0456,None,None,C7 H12 O2,128.08381,7.726,0.0,None,None,,Ruthenium2,0.0592101149117922,-0.0387203791862589,-0.0075444185964386,-0.1070769007791341,-0.0893318819346973,-0.1134238863023426,-0.0086782645020946,-0.124532624425683,-0.124532624425683,-0.1956961012213014,-0.1719661603768827,-0.1978963040889994,-0.2163646221238195,0.1159080992654111,0.0592101149117922,0.098160185241241,0.0388511631432493,-0.0184506281744347,0.1662657726026708,-0.1000959430247405,-0.0515998882772521,0.008575121753978,C O2,6,3.138622114338216,C5 H8,2,2.2679546677793514,C3 H4,2,0.9092605475535,C5 H12,2,2.5752498754313886,C7 O2,6,57.54462606594071,C5 H12,2,1.6388765683730904,C7 H8,2,5.11158877430823,C7 H12,2,6.007778264048236,C7 H12,1,3.003889132024118,C7 H12 O2,0,4.006112989278483,C7 H12 O2,0,2.6702476193949547,C7 H12 O2,0,3.662794738811385,C7 H12 O2,0,1.6229909387954966,C7 H12 O2,0,7.522588920703532,C O2,3,1.569311057169108,C4 H4 O2,1,1.9068581717010729,C4 H4 O,1,1.1326844756621348,C2 H6 O,1,0.561199637744978,C4 O2,3,4.989603375638926,C3 H12,2,1.2025003889676282,C3 H8,2,1.0488457031997491,C,2,0.2067473200365303,0.0,289107.887438221,0.0,927253.363675614,1000.0,16.4448183459078,1000.0,18.3260238839189,289107.887438221,927253.363675614,16.4448183459078,18.3260238839189,,
333,Ruthenium2_0483,4-Methoxychalcone,3-(4-methoxyphenyl)-1-phenylprop-2-en-1-one,C16 H14 O2,238.09915,10.285,0.715,COC1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,3.1,Ruthenium2,0.1667147317986348,-0.0153314409676852,0.0426225636553283,-0.142401596736903,-0.2504823611708104,-0.154200214049581,0.0405148207144918,-0.174850607762437,-0.174850607762437,-0.3071387036277713,-0.2630263466904523,-0.3112287321226006,-0.3455600877093729,0.272112454440645,0.1667147317986348,0.2391202812422648,0.128868815823921,0.0223486568263524,0.3657239672272965,-0.1294244678749407,-0.0392735782836837,0.0725877002001311,C9 O2,7,9.98810819300614,C14 H10,2,5.933852035015643,C12 H6,2,3.4081274315895227,C14 H14,2,6.505093976029322,C16 O2,7,111.12535513407566,C14 H14,2,4.139810351643462,C16 H10,2,11.219984151939618,C16 H14,2,12.885942523196848,C16 H14,1,6.442971261598424,C16 H14 O2,0,7.447105268582221,C16 H14 O2,0,4.963817837398735,C16 H14 O2,0,6.808898817916328,C16 H14 O2,0,3.017035316655407,C16 H14 O2,0,13.984006875162851,C10 H2 O2,3,5.494054096503071,C13 H6 O2,1,4.403661570063498,C13 H6 O,1,2.964522677576168,C6 H2,2,0.9021692794673888,C13 H2 O2,3,11.852156579667271,C12 H14,2,3.953241354686005,C12 H10,2,3.6676072193067113,C10 H2,2,2.10220072111185,0.0,642598.604998712,0.0,704672.009938857,1000.0,38.6874016963362,1000.0,39.0849913091165,642598.604998712,704672.009938857,38.6874016963362,39.0849913091165,4.375094928213197,0.08376890656809198
337,Ruthenium2_0488,None,None,C12 H22 O4,230.15159,8.898,0.0,None,None,,Ruthenium2,0.1054003787912734,-0.0705692377133573,-0.01454969160892,-0.1933978928842918,-0.3646294146384434,-0.204802681747708,-0.0165870797690388,-0.2247637817648069,-0.2247637817648069,-0.352636206347114,-0.3099962847524011,-0.3565897129481641,-0.3897751152276782,0.2072800093924058,0.1054003787912734,0.175389088659756,0.0688177293505418,-0.034146871574535,0.297766844436353,-0.1808539302484462,-0.0937122055537713,0.0144152325428592,C O4,11,5.421058468842941,C8 H14,4,3.66902627826308,C4 H6,4,1.2276083806462983,C8 H22,4,4.2212006114300165,C12 O4,11,103.18242345007366,C8 H22,4,2.686351657939972,C12 H14,4,8.778711452140977,C12 H22,4,10.38906143992454,C12 H22,2,5.194530719962271,C12 H22 O4,0,7.198526737036113,C12 H22 O4,0,4.79812949214484,C12 H22 O4,0,6.581623117014909,C12 H22 O4,0,2.916329044676023,C12 H22 O4,0,13.517231696245524,C2 H2 O4,5,3.210529234421471,C6 H6 O4,2,3.223291586074505,C6 H6 O2,2,1.8321900208013635,C2 H10 O2,2,0.8052971456959301,C7 H2 O4,5,9.356403244684618,C4 H22,4,1.7545268286364564,C4 H14,4,1.4784269366136484,C3 H4 O,3,0.9652724792534532,0.0,563970.176447928,0.0,828832.398200213,1000.0,18.9374969666072,1000.0,11.1034949823933,563970.176447928,828832.398200213,18.9374969666072,11.1034949823933,,
347,Ruthenium2_0506,None,None,C12 H12 O3,204.07862,8.891,0.0,None,None,,Ruthenium2,0.1492569477847212,-0.0067777617655906,0.0428955499070298,-0.1156916408473591,-0.4940971633123467,-0.125804425958421,0.0410889694522609,-0.1435042113267286,-0.1435042113267286,-0.2568904709863204,-0.2190810586943712,-0.2603961003469521,-0.2898220586961884,0.2395950350392297,0.1492569477847212,0.2113169115048947,0.1168186030667755,0.0255184575164264,0.3198309718143832,-0.1045687344879127,-0.0272989536443049,0.0685791515249718,C6 O3,6,8.560769090758033,C9 H6,3,3.8002267332900144,C6,3,1.635389288207418,C9 H12,3,4.289846996097202,C12 O3,6,95.2470606102669,C9 H12,3,2.7300378852097547,C12 H6,3,8.331051958988654,C12 H12,3,9.75897052903158,C12 H12 O,1,5.379485264515791,C12 H12 O3,0,6.383028585551115,C12 H12 O3,0,4.254564694184412,C12 H12 O3,0,5.836012010497509,C12 H12 O3,0,2.585947421889341,C12 H12 O3,0,11.985907598389728,C6 O3,3,4.280384545379016,C9 H4 O3,1,3.631561529534529,C9 H4 O2,1,2.398053426986404,C2 O,2,0.4874939728729441,C9 O3,3,9.730012076644863,C6 H12,3,2.102614824576018,C6 H6,3,1.8577934093575503,C6 O,2,1.5160593978699497,0.0,571450.09340284,0.0,423718.970621053,1000.0,68.9389538327477,1000.0,8.67069655811322,571450.09340284,423718.970621053,68.9389538327477,8.67069655811322,,
348,Ruthenium2_0508,None,None,C18 H18 O2,266.1304,11.196,0.0,None,None,,Ruthenium2,0.1667648047439911,-0.0367135393692024,0.0280633505605578,-0.1787435776240045,-0.0640899850811251,-0.191931238079178,0.0257074644856061,-0.2150127885129222,-0.2150127885129222,-0.3628750713807562,-0.3135693968469581,-0.367446616131474,-0.4058197787188078,0.2845709291497655,0.1667648047439911,0.2476946099770316,0.1244633149792662,0.0054026105538582,0.3892032612791354,-0.1642386602612759,-0.0634743681280269,0.0615562621258618,C9 O2,9,9.98810819300614,C16 H14,2,6.867899775338128,C14 H10,2,4.04482309777512,C16 H18,2,7.506393694561936,C18 O2,9,123.03218381588344,C16 H18,2,4.777032650837548,C18 H14,2,12.776365121703185,C18 H18,2,14.63845579354737,C18 H18,1,7.319227896773685,C18 H18 O2,0,8.323848597971674,C18 H18 O2,0,5.548205196014958,C18 H18 O2,0,7.610506476704315,C18 H18 O2,0,3.37222911250108,C18 H18 O2,0,15.630335791400856,C10 H2 O2,4,5.494054096503071,C12 H2 O2,2,4.039831472994554,C12 H2,2,2.431263603938801,C8 H6,2,1.2438399642187592,C14 H2 O2,4,12.60069225072943,C14 H18,2,4.654112962878012,C14 H14,2,4.334851288500951,C12 H6,2,2.585150402678005,0.0,397337.994816254,0.0,774268.132707646,1000.0,19.5396342941245,1000.0,13.7336041552976,397337.994816254,774268.132707646,19.5396342941245,13.7336041552976,,
