,spectrum_id,label,compound_id,parent_full_mw,ms1_rt,ms2_rt,ms2_max_intensity,parent_mz,parent_intensity,parent_fromms1_mz,parent_fromms1_intensity,scan_type,mzml_file,mzml_file_short,spectrum_folder,n_averaged,spectrum_ids_orig,flags,ms2_rt_cal,xlogp_predicted,xlogp_predicted_sd,isomer_flag
0,Ruthenium2_AvSpec_0,1,Ruthenium2_0017,148.016175871436,10.184647,10.203051,4008.202880859375,149.023452471436,1676353.955761,149.02337710778318,333365.65625,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_01.mzML,20161130_Kat-0_pos_01,Ruthenium2,1.0,20161130_Kat-0_pos_01_1616,21.0,10.203051,7.1892668541080305,0.29289498395347635,1.0
1,Ruthenium2_AvSpec_1,1,Ruthenium2_0019,325.37071062109146,11.0604065,11.0697395,131030.91015625,326.3779872210916,3163896.537861,326.37759924311086,590454.578125,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_01.mzML-BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML,20161130_Kat-0_pos_01-20161130_Kat-6_pos_01,Ruthenium2,2.0,20161130_Kat-0_pos_01_1764-20161130_Kat-6_pos_01_1769,1.0,11.0697395,8.403856335150259,0.8780394300708839,1.0
2,Ruthenium2_AvSpec_2,1,Ruthenium2_0168,206.021620993683,6.6346218,6.6492031,8583.609375,207.028897593683,426439.6631241,207.02890917376865,88798.7265625,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161130_Kat-3_pos_01,Ruthenium2,1.0,20161130_Kat-3_pos_01_1052,1.0,6.6492031,4.560157325634163,0.06651335099400155,1.0
3,Ruthenium2_AvSpec_3,1,Ruthenium2_0106,178.07820868189197,9.8448618,9.8571064,32931.6611328125,179.08548528189198,1364385.8347820002,179.08560487527174,235928.359375,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML,20161130_Kat-3_pos_01-20161201_Kat-3_pos_02,Ruthenium2,2.0,20161130_Kat-3_pos_01_1566-20161201_Kat-3_pos_02_1608,1.0,9.8571064,6.837995653113062,0.2067173274082825,1.0
4,Ruthenium2_AvSpec_4,1,Ruthenium2_0017,148.01616877808698,10.180398,10.195184,7461.58056640625,149.023445378087,2268590.310188,149.02336739544475,477177.125,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161130_Kat-3_pos_01,Ruthenium2,1.0,20161130_Kat-3_pos_01_1617,21.0,10.195184,7.180676451264584,0.29022845121562796,1.0
5,Ruthenium2_AvSpec_5,1,Ruthenium2_0023,192.093994304302,10.353865,10.373503,21602.115234375,193.101270904302,821705.8963242,193.1013265558056,135143.078125,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161130_Kat-3_pos_01,Ruthenium2,1.0,20161130_Kat-3_pos_01_1646,1.0,10.373503,7.385610397301495,0.37918775993418685,1.0
7,Ruthenium2_AvSpec_7,1,Ruthenium2_0095,206.109559947852,10.9731665,10.9923235,26314.96875,207.116836547852,1780679.263349,207.11711837233872,204802.65625,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161130_Kat-3_pos_01,Ruthenium2,2.0,20161130_Kat-3_pos_01_1742-20161130_Kat-3_pos_01_1754,21.0,10.9923235,8.248007514444689,0.7160281855418473,1.0
8,Ruthenium2_AvSpec_8,1,Ruthenium2_0019,325.37064994914147,11.1230405,11.139949,90222.185546875,326.37792654914153,1456901.91568,326.3779676536735,263684.015625,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_02.mzML,20161130_Kat-3_pos_01-20161201_Kat-0_pos_02,Ruthenium2,2.0,20161130_Kat-3_pos_01_1762-20161201_Kat-0_pos_02_1837,1.0,11.139949,8.525419260552601,0.9167707375859433,1.0
9,Ruthenium2_AvSpec_9,1,Ruthenium2_0031,206.10961335361347,11.139978500000002,11.158955,26371.4853515625,207.1168899536135,2174511.520868,207.1171092474417,272466.203125,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161130_Kat-3_pos_01,Ruthenium2,2.0,20161130_Kat-3_pos_01_1770-20161130_Kat-3_pos_01_1782,1.0,11.158955,8.561588910269462,0.9430318272874129,1.0
10,Ruthenium2_AvSpec_10,1,Ruthenium2_0020,220.1251695295485,11.6071315,11.6190815,35499.6259765625,221.1324461295485,1322924.9982625,221.1323998472461,258081.640625,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161130_Kat-3_pos_01,Ruthenium2,2.0,20161130_Kat-3_pos_01_1850-20161130_Kat-3_pos_01_1861,21.0,11.6190815,9.4418036425177,1.3694971908784437,1.0
11,Ruthenium2_AvSpec_11,1,Ruthenium2_0021,234.140845741954,12.078645,12.08837,32188.21875,235.148122341954,1183229.994247,235.14822879031223,212322.15625,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161130_Kat-3_pos_01,Ruthenium2,1.0,20161130_Kat-3_pos_01_1937,1.0,12.08837,10.324593178097249,1.7323500153563693,1.0
12,Ruthenium2_AvSpec_12,1,Ruthenium2_0059,208.088884212262,12.170656,12.184929,24134.490234375,209.096160812262,1381487.578873,209.09631806157228,202523.140625,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161130_Kat-3_pos_01,Ruthenium2,1.0,20161130_Kat-3_pos_01_1954,21.0,12.184929,10.564986347666528,1.970252027588405,7.854764449314445
13,Ruthenium2_AvSpec_13,1,Ruthenium2_0387,133.110337108482,1.4046632,1.4192421,3193.248779296875,134.117613708482,319605.3260231,134.11774758220042,56788.8828125,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML,20161130_Kat-6_pos_01,Ruthenium2,1.0,20161130_Kat-6_pos_01_0227,21.0,1.4192421,-0.25763801407059195,0.17854867907679325,1.0
15,Ruthenium2_AvSpec_15,1,Ruthenium2_0017,148.016085054438,10.1106662,10.1274016,17725.82041015625,149.02336165443802,3498313.113384,149.023429421034,723045.728125,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_03.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161130_Kat-6_pos_01-20161201_Kat-0_pos_01-20161201_Kat-0_pos_03-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,5.0,20161130_Kat-6_pos_01_1619-20161201_Kat-0_pos_01_1831-20161201_Kat-0_pos_03_1659-20161201_Kat-3_pos_02_1654-20161201_Kat-3_pos_03_1671,21.0,10.1274016,7.107994398281526,0.26912839069780414,1.0
16,Ruthenium2_AvSpec_16,1,Ruthenium2_0017,148.01613491976698,10.241494,10.246355,2855.994873046875,149.023411519767,980047.8315926,149.02339557191112,181175.96875,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML,20161130_Kat-6_pos_01,Ruthenium2,1.0,20161130_Kat-6_pos_01_1629,21.0,10.246355,7.237178625719997,0.3086060717236513,1.0
17,Ruthenium2_AvSpec_17,1,Ruthenium2_0008,390.2767081946439,15.021724,15.030142444444444,586745.171875,391.2839847946439,8683265.881969778,391.28364460394033,1723768.076388889,positive,BS51_20161130_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML,20161130_Kat-6_pos_01-20161201_Kat-0_pos_02-20161201_Kat-3_pos_01-20161201_Kat-3_pos_02,Ruthenium2,9.0,20161130_Kat-6_pos_01_2531-20161201_Kat-0_pos_02_2565-20161201_Kat-0_pos_02_2575-20161201_Kat-0_pos_02_2587-20161201_Kat-3_pos_01_2662-20161201_Kat-3_pos_01_2672-20161201_Kat-3_pos_01_2684-20161201_Kat-3_pos_02_2578-20161201_Kat-3_pos_02_2588,1.0,15.030142444444444,12.784718429072594,1.8276444225652955,4.605152299565439
18,Ruthenium2_AvSpec_18,1,Ruthenium2_0291,200.176951314988,8.4748941,8.4882651,155116.265625,199.169674714988,4090411.124268,199.16939345595367,876811.8125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_1735,21.0,8.4882651,5.744315862434681,0.08836289239784141,1.0
19,Ruthenium2_AvSpec_19,1,Ruthenium2_0291,200.176949596566,8.5311381,8.5445088,707835.6875,199.169672996566,19036031.54175,199.1693834727249,4057304.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_1747,22.0,8.5445088,5.783782699524864,0.09020514893385526,1.0
20,Ruthenium2_AvSpec_20,1,Ruthenium2_0291,200.17695516083,8.5874984,8.596411,843466.5,199.16967856083,25752080.37805,199.1693892257593,5524695.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_1758,23.0,8.596411,5.820485724935128,0.09203381207355163,1.0
21,Ruthenium2_AvSpec_21,1,Ruthenium2_0291,200.176942603258,8.6438235,8.652738,458015.3125,199.169666003258,17256346.18994,199.1693367640959,3657643.25,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_1770,24.0,8.652738,5.860638605918854,0.09416758477335388,1.0
22,Ruthenium2_AvSpec_22,1,Ruthenium2_0291,200.176971023015,8.7000483,8.7134194,124701.3203125,199.169694423015,4253426.694885,199.1694066515448,910999.3125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_1783,25.0,8.7134194,5.90428649713171,0.09665211373379462,1.0
23,Ruthenium2_AvSpec_23,1,Ruthenium2_0002,228.208601062891,9.5860635,9.5994344,330906.28125,227.201324462891,11718511.87532,227.20115066345983,2098606.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_1971,21.0,9.5994344,6.603473046925896,0.16649860879083106,1.7807668663377805
24,Ruthenium2_AvSpec_24,1,Ruthenium2_0002,228.20861632168,9.6437468,9.648203,592493.5625,227.20133972168,14169933.94559,227.201188855126,2780867.25,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_1981,22.0,9.648203,6.646442455704389,0.1730866093040448,1.8298160346045782
25,Ruthenium2_AvSpec_25,1,Ruthenium2_0002,228.208540027734,9.6999072,9.7043635,716184.375,227.201263427734,17374972.98608,227.2011420095309,3496778.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_1993,23.0,9.7043635,6.696700697361829,0.18121364270720647,1.8862996288526683
26,Ruthenium2_AvSpec_26,1,Ruthenium2_0002,228.208646839258,9.7560884,9.7605448,402528.5625,227.201370239258,12097365.96558,227.2011748932401,2431034.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2005,24.0,9.7605448,6.747856443262749,0.18997694734082637,1.942804142764231
27,Ruthenium2_AvSpec_27,1,Ruthenium2_0009,254.224531238672,9.9806073,9.9939784,211296.109375,253.217254638672,4644755.101074,253.21688762385585,979734.1875,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2055,21.0,9.9939784,6.971131971077435,0.234880791439765,1.0
28,Ruthenium2_AvSpec_28,1,Ruthenium2_0004,242.22434813320305,10.036735,10.050105,252829.25,241.217071533203,7367304.892578,241.2166997446633,1440136.625,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2067,21.0,10.050105,7.0277769204506875,0.24831290315282015,1.486075824982475
29,Ruthenium2_AvSpec_29,1,Ruthenium2_0009,254.224533898444,10.055455,10.068828,189534.671875,253.217257298444,5204890.081818,253.21678831608412,1019480.625,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2071,22.0,10.068828,7.046964085177177,0.2530880477287467,1.0
30,Ruthenium2_AvSpec_30,1,Ruthenium2_0004,242.22432358768,10.092849,10.101762,277104.46875,241.21704698768,9573987.222412,241.21668042357595,1896866.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2078,22.0,10.101762,7.081087045236451,0.26188857537824456,1.5380300103631905
31,Ruthenium2_AvSpec_31,1,Ruthenium2_0004,242.224255140028,10.148966,10.162337,390704.6875,241.216978540028,10681329.71661,241.21672107084729,2162806.25,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2091,23.0,10.162337,7.14516444700531,0.27961385415161316,1.5989535014570755
32,Ruthenium2_AvSpec_32,1,Ruthenium2_0004,242.224319876412,10.205049,10.213964,349061.25,241.217043276412,7001664.886353,241.2167608297688,1331380.25,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2102,24.0,10.213964,7.201239790340018,0.2966822036350207,1.6508775142462457
33,Ruthenium2_AvSpec_33,1,Ruthenium2_0004,242.224317615625,10.279899,10.29327,163286.6875,241.217041015625,5279539.439087,241.216679145467,995245.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2119,25.0,10.29327,7.290390328450999,0.328263572477774,1.7306397657475512
34,Ruthenium2_AvSpec_34,1,Ruthenium2_0291,200.176923425027,8.459403,8.4727738,124121.0625,199.169646825027,3185479.005615,199.1693903631664,685504.125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1715,26.0,8.4727738,5.73349957719564,0.08787968747315462,1.0
35,Ruthenium2_AvSpec_35,1,Ruthenium2_0291,200.176883686376,8.5157178,8.5201761,546611.125,199.169607086376,15843394.27057,199.1693649931836,3460742.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1725,27.0,8.5201761,5.766669862070074,0.08939088743930662,1.0
36,Ruthenium2_AvSpec_36,1,Ruthenium2_0291,200.176996857639,8.5723864,8.5768425,667955.5625,199.169720257639,21873939.40283,199.1700379232984,4683204.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1737,28.0,8.5768425,5.806615090580391,0.09132933704017443,1.0
37,Ruthenium2_AvSpec_37,1,Ruthenium2_0291,200.176852293376,8.6286884,8.6331468,538173.8125,199.169575693376,19042300.55811,199.1693948739881,4221793.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1749,29.0,8.6331468,5.846634176145799,0.09340719092157695,1.0
38,Ruthenium2_AvSpec_38,1,Ruthenium2_0291,200.176852636227,8.685395,8.6907677,170574.59375,199.169576036227,5214088.075928,199.169370141632,1114440.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1761,30.0,8.6907677,5.8879445772631085,0.09570128032163878,1.0
39,Ruthenium2_AvSpec_39,1,Ruthenium2_0002,228.208448475,9.5877911,9.6011619,322825.84375,227.201171875,9708546.488464,227.20118875582097,1732525.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1955,25.0,9.6011619,6.604984796158179,0.1667249210774683,1.7825043047342253
40,Ruthenium2_AvSpec_40,1,Ruthenium2_0002,228.208478992578,9.6440015,9.6484578,411114.125,227.201202392578,13126233.79956,227.20119831656115,2587498.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1965,26.0,9.6484578,6.646668570140555,0.17312214054261713,1.830072300482096
41,Ruthenium2_AvSpec_41,1,Ruthenium2_0002,228.20851405387305,9.700241,9.7046975,510583.0,227.201237453873,14192880.92963,227.2011298059732,2924271.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1977,27.0,9.7046975,6.697002171084781,0.18126380889230703,1.886635550371866
42,Ruthenium2_AvSpec_42,1,Ruthenium2_0002,228.208540027734,9.7564767,9.7609328,364220.25,227.201263427734,10486137.22766,227.20112916112592,2083162.125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1989,28.0,9.7609328,6.748212916408751,0.1900398186722684,1.9431943749482092
43,Ruthenium2_AvSpec_43,1,Ruthenium2_0003,242.224302478189,10.037804,10.046718,249966.65625,241.217025878189,4871205.241455,241.2166858033896,963512.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2050,21.0,10.046718,7.024321906948932,0.24746566672322853,1.4826693393970851
44,Ruthenium2_AvSpec_44,1,Ruthenium2_0004,242.224309256671,10.094052,10.102966,306758.875,241.217032656671,7274717.938354,241.2167229754877,1445211.125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2062,26.0,10.102966,7.082343754273478,0.2622206085147802,1.5392409370371816
45,Ruthenium2_AvSpec_45,1,Ruthenium2_0004,242.224247731529,10.150245,10.15916,302108.8125,241.216971131529,7251315.200195,241.2166992530556,1365182.125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2074,27.0,10.15916,7.141759238011405,0.27862811313155134,1.5957582240124972
46,Ruthenium2_AvSpec_46,1,Ruthenium2_0004,242.224258924667,10.206502,10.215417,249330.890625,241.216982324667,6513732.126709,241.2166582890437,1284361.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2086,28.0,10.215417,7.2028389366870105,0.2971945398335774,1.6523388734300575
47,Ruthenium2_AvSpec_47,1,Ruthenium2_0004,242.224236983149,10.262679,10.27605,176566.109375,241.216960383149,4577556.43689,241.21667584819392,874005.375,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2099,29.0,10.27605,7.270689333535318,0.32064402619644544,1.7133206982009281
48,Ruthenium2_AvSpec_48,1,Ruthenium2_0291,200.176847093452,8.4554047,8.4687754,226749.421875,199.169570493452,4615219.748657,199.1694574174452,993317.3125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1727,31.0,8.4687754,5.730711546839608,0.08775661490527105,1.0
49,Ruthenium2_AvSpec_49,1,Ruthenium2_0291,200.176955316544,8.5118859,8.5163441,466602.09375,199.169678716544,18767079.34094,199.1694733819222,3970825.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1737,32.0,8.5163441,5.763980236374631,0.0892650792159687,1.0
50,Ruthenium2_AvSpec_50,1,Ruthenium2_0291,200.176941089104,8.5684088,8.5728651,611738.875,199.169664489104,22483466.98889,199.16941687035663,4871239.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1749,33.0,8.5728651,5.803800677120024,0.0911883973531094,1.0
51,Ruthenium2_AvSpec_51,1,Ruthenium2_0291,200.176822784124,8.6249817,8.629438,169432.484375,199.169546184124,5502966.223083,199.1694210369673,1199556.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1761,34.0,8.629438,5.8439877023660305,0.09326546015153876,1.0
52,Ruthenium2_AvSpec_52,1,Ruthenium2_0291,200.176865159096,8.6815402,8.6912986,56947.359375,199.169588559096,2439811.035792,199.169452765708,487881.46875,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1774,35.0,8.6912986,5.888326921581688,0.09572324188406243,1.0
53,Ruthenium2_AvSpec_53,1,Ruthenium2_0002,228.208478992578,9.5682364,9.5816074,368243.9375,227.201202392578,10465706.5513,227.20118993371028,1894943.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1963,29.0,9.5816074,6.58791582763137,0.16419238368662503,1.7628373066889036
54,Ruthenium2_AvSpec_54,1,Ruthenium2_0002,228.208524768945,9.6245949,9.6379657,538198.0625,227.201248168945,11845578.25064,227.20121553897692,2322683.25,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1975,30.0,9.6379657,6.637371732357806,0.17166879313038141,1.8195198388905802
55,Ruthenium2_AvSpec_55,1,Ruthenium2_0002,228.20855528652305,9.680953,9.6898676,332990.15625,227.201278686523,11139686.38538,227.2012204116793,2193620.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1986,31.0,9.6898676,6.683646240201453,0.17905775423930914,1.8717203331936036
56,Ruthenium2_AvSpec_56,1,Ruthenium2_0002,228.20840269863305,9.7373512,9.7462657,132589.203125,227.201126098633,5791044.679932,227.2011874218821,976542.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1998,32.0,9.7462657,6.734768397007424,0.18768615531261718,1.9284428943667293
57,Ruthenium2_AvSpec_57,1,Ruthenium2_0003,242.224100996351,9.9816388,9.9950096,209883.71875,241.216824396351,4343728.046143,241.2167458926672,891696.875,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_2051,22.0,9.9950096,6.972161287126655,0.23511648755584227,1.4306634583095228
