nb_col,mmq
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
7,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
8,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
4,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
4,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
4,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
4,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
4,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
4,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
4,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
4,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
4,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
4,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
4,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
4,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
9,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
8,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
7,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
5,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
6,0.8109999999999999
6,0.8109999999999999
8,0.8109999999999999
6,0.8109999999999999
7,0.8109999999999999
