,spectrum_id,label,compound_id,parent_full_mw,ms1_rt,ms2_rt,ms2_max_intensity,parent_mz,parent_intensity,parent_fromms1_mz,parent_fromms1_intensity,scan_type,mzml_file,mzml_file_short,spectrum_folder,n_averaged,spectrum_ids_orig
25,Ruthenium2_AvSpec_25,1,Ruthenium2_0002,228.208540027734,9.6999072,9.7043635,716184.375,227.201263427734,17374972.98608,227.2011420095309,3496778.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_1993
26,Ruthenium2_AvSpec_26,1,Ruthenium2_0002,228.208646839258,9.7560884,9.7605448,402528.5625,227.201370239258,12097365.96558,227.2011748932401,2431034.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2005
27,Ruthenium2_AvSpec_27,1,Ruthenium2_0009,254.224531238672,9.9806073,9.9939784,211296.109375,253.217254638672,4644755.101074,253.21688762385585,979734.1875,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2055
28,Ruthenium2_AvSpec_28,1,Ruthenium2_0004,242.22434813320305,10.036735,10.050105,252829.25,241.217071533203,7367304.892578,241.2166997446633,1440136.625,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2067
29,Ruthenium2_AvSpec_29,1,Ruthenium2_0009,254.224533898444,10.055455,10.068828,189534.671875,253.217257298444,5204890.081818,253.21678831608415,1019480.625,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2071
30,Ruthenium2_AvSpec_30,1,Ruthenium2_0004,242.22432358768,10.092849,10.101762,277104.46875,241.21704698768,9573987.222412,241.21668042357595,1896866.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2078
31,Ruthenium2_AvSpec_31,1,Ruthenium2_0004,242.224255140028,10.148966,10.162337,390704.6875,241.216978540028,10681329.71661,241.21672107084729,2162806.25,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2091
32,Ruthenium2_AvSpec_32,1,Ruthenium2_0004,242.224319876412,10.205049,10.213964,349061.25,241.217043276412,7001664.886353,241.21676082976876,1331380.25,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2102
33,Ruthenium2_AvSpec_33,1,Ruthenium2_0004,242.224317615625,10.279899,10.29327,163286.6875,241.217041015625,5279539.439087,241.216679145467,995245.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_01.mzML,20161201_Kat-0_neg_01,Ruthenium2,1.0,20161201_Kat-0_neg_01_2119
34,Ruthenium2_AvSpec_34,1,Ruthenium2_0291,200.176923425027,8.459403,8.4727738,124121.0625,199.169646825027,3185479.005615,199.1693903631664,685504.125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1715
35,Ruthenium2_AvSpec_35,1,Ruthenium2_0291,200.176883686376,8.5157178,8.5201761,546611.125,199.169607086376,15843394.27057,199.1693649931836,3460742.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1725
36,Ruthenium2_AvSpec_36,1,Ruthenium2_0291,200.176996857639,8.5723864,8.5768425,667955.5625,199.169720257639,21873939.40283,199.17003792329837,4683204.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1737
37,Ruthenium2_AvSpec_37,1,Ruthenium2_0291,200.176852293376,8.6286884,8.6331468,538173.8125,199.169575693376,19042300.55811,199.1693948739881,4221793.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1749
38,Ruthenium2_AvSpec_38,1,Ruthenium2_0291,200.176852636227,8.685395,8.6907677,170574.59375,199.169576036227,5214088.075928,199.169370141632,1114440.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1761
39,Ruthenium2_AvSpec_39,1,Ruthenium2_0002,228.208448475,9.5877911,9.6011619,322825.84375,227.201171875,9708546.488464,227.20118875582097,1732525.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1955
40,Ruthenium2_AvSpec_40,1,Ruthenium2_0002,228.208478992578,9.6440015,9.6484578,411114.125,227.201202392578,13126233.79956,227.20119831656115,2587498.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1965
41,Ruthenium2_AvSpec_41,1,Ruthenium2_0002,228.20851405387305,9.700241,9.7046975,510583.0,227.201237453873,14192880.92963,227.2011298059732,2924271.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1977
42,Ruthenium2_AvSpec_42,1,Ruthenium2_0002,228.208540027734,9.7564767,9.7609328,364220.25,227.201263427734,10486137.22766,227.20112916112592,2083162.125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_1989
43,Ruthenium2_AvSpec_43,1,Ruthenium2_0003,242.224302478189,10.037804,10.046718,249966.65625,241.217025878189,4871205.241455,241.2166858033896,963512.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2050
44,Ruthenium2_AvSpec_44,1,Ruthenium2_0004,242.224309256671,10.094052,10.102966,306758.875,241.217032656671,7274717.938354,241.2167229754877,1445211.125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2062
45,Ruthenium2_AvSpec_45,1,Ruthenium2_0004,242.224247731529,10.150245,10.15916,302108.8125,241.216971131529,7251315.200195,241.2166992530556,1365182.125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2074
46,Ruthenium2_AvSpec_46,1,Ruthenium2_0004,242.224258924667,10.206502,10.215417,249330.890625,241.216982324667,6513732.126709,241.21665828904372,1284361.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2086
47,Ruthenium2_AvSpec_47,1,Ruthenium2_0004,242.224236983149,10.262679,10.27605,176566.109375,241.216960383149,4577556.43689,241.21667584819392,874005.375,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_02.mzML,20161201_Kat-0_neg_02,Ruthenium2,1.0,20161201_Kat-0_neg_02_2099
48,Ruthenium2_AvSpec_48,1,Ruthenium2_0291,200.176847093452,8.4554047,8.4687754,226749.421875,199.169570493452,4615219.748657,199.16945741744516,993317.3125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1727
49,Ruthenium2_AvSpec_49,1,Ruthenium2_0291,200.176955316544,8.5118859,8.5163441,466602.09375,199.169678716544,18767079.34094,199.1694733819222,3970825.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1737
50,Ruthenium2_AvSpec_50,1,Ruthenium2_0291,200.176941089104,8.5684088,8.5728651,611738.875,199.169664489104,22483466.98889,199.16941687035663,4871239.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1749
51,Ruthenium2_AvSpec_51,1,Ruthenium2_0291,200.176822784124,8.6249817,8.629438,169432.484375,199.169546184124,5502966.223083,199.1694210369673,1199556.0,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1761
52,Ruthenium2_AvSpec_52,1,Ruthenium2_0291,200.176865159096,8.6815402,8.6912986,56947.359375,199.169588559096,2439811.035792,199.16945276570797,487881.46875,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1774
53,Ruthenium2_AvSpec_53,1,Ruthenium2_0002,228.208478992578,9.5682364,9.5816074,368243.9375,227.201202392578,10465706.5513,227.20118993371028,1894943.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1963
54,Ruthenium2_AvSpec_54,1,Ruthenium2_0002,228.208524768945,9.6245949,9.6379657,538198.0625,227.201248168945,11845578.25064,227.20121553897695,2322683.25,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1975
55,Ruthenium2_AvSpec_55,1,Ruthenium2_0002,228.20855528652305,9.680953,9.6898676,332990.15625,227.201278686523,11139686.38538,227.2012204116793,2193620.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1986
56,Ruthenium2_AvSpec_56,1,Ruthenium2_0002,228.20840269863305,9.7373512,9.7462657,132589.203125,227.201126098633,5791044.679932,227.2011874218821,976542.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_1998
57,Ruthenium2_AvSpec_57,1,Ruthenium2_0003,242.224100996351,9.9816388,9.9950096,209883.71875,241.216824396351,4343728.046143,241.2167458926672,891696.875,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_2051
58,Ruthenium2_AvSpec_58,1,Ruthenium2_0004,242.22435492241,10.038012,10.051383,257929.734375,241.21707832241,5504439.339264,241.21676339888936,1115717.5,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_2063
59,Ruthenium2_AvSpec_59,1,Ruthenium2_0004,242.224310642994,10.094372,10.103287,308136.625,241.217034042994,6939950.669617,241.21681169866636,1415648.125,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_2074
60,Ruthenium2_AvSpec_60,1,Ruthenium2_0004,242.224238533146,10.150705,10.164076,217172.640625,241.216961933146,5717694.203674,241.21675810713367,1199474.75,negative,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-0_C18_ESI_neg_03.mzML,20161201_Kat-0_neg_03,Ruthenium2,1.0,20161201_Kat-0_neg_03_2087
