,spectrum_id,mz,intensity,formula,formula_massdiff,formula_massdiff_ppm,n_averaged,rel_intensity,min_intensity,max_intensity,cluster
0,DiAcids_AvSpec_0,55.01863098144531,4063.030476888021,C3 H3 O,0.0002488945798333,4.421039513811728,3,0.0015894141121104838,0.0020074763867351715,0.0028314360869326318,4.0
6,DiAcids_AvSpec_0,73.02938079833984,1028996.306640625,C3 H5 O2,0.0004569156279785,3.196625671965185,8,0.40253236110029095,0.1997328281892583,1.0,5.0
9,DiAcids_AvSpec_0,99.00865936279297,101507.48950195312,C4 H3 O3,0.0005395895218782,3.66978062139828,8,0.03970864536140117,0.01928356774205015,0.10936663890797896,0.0
10,DiAcids_AvSpec_0,99.92570495605469,171890.7880859375,,-1.0,-1.0,8,0.06724183977444266,0.06722294722879599,0.20465695883761345,2.0
12,DiAcids_AvSpec_0,116.92840480804443,956541.2109375,,-1.0,-1.0,8,0.3741887017898475,0.4063003738477656,1.0,1.0
13,DiAcids_AvSpec_0,117.01918888092041,285312.427734375,C4 H5 O4,0.0005187287340646,4.511772519375266,8,0.1116111733793466,0.060446885010696026,0.28827675912206,3.0
524,DiAcids_AvSpec_0,117.02357482910156,7995.781982421875,,-1.0,-1.0,2,0.0031278644825607897,0.0031921268304360025,0.0037398427642867343,9.0
32,DiAcids_AvSpec_1,51.85727310180664,374.3272705078125,,-1.0,-1.0,1,0.006301397320860337,-1.0,-1.0,12.0
33,DiAcids_AvSpec_1,53.21820831298828,495.7291259765625,,-1.0,-1.0,1,0.008345067090793086,-1.0,-1.0,16.0
34,DiAcids_AvSpec_1,53.534549713134766,447.3681335449219,,-1.0,-1.0,1,0.007530961755294888,-1.0,-1.0,11.0
35,DiAcids_AvSpec_1,57.842994689941406,400.3206787109375,,-1.0,-1.0,1,0.006738968413634307,-1.0,-1.0,5.0
36,DiAcids_AvSpec_1,59.01357269287109,48719.13671875,C2 H3 O2,0.0002683570410866,4.398138573440326,1,0.8201343096849056,-1.0,-1.0,14.0
37,DiAcids_AvSpec_1,59.83867645263672,387.8694152832031,,-1.0,-1.0,1,0.006529364774822707,-1.0,-1.0,17.0
38,DiAcids_AvSpec_1,63.06637573242188,374.4330139160156,,-1.0,-1.0,1,0.006303177397498211,-1.0,-1.0,13.0
39,DiAcids_AvSpec_1,63.69217300415039,407.5277099609375,,-1.0,-1.0,1,0.0068602910395506546,-1.0,-1.0,8.0
40,DiAcids_AvSpec_1,63.87263870239258,422.0458984375,,-1.0,-1.0,1,0.007104689140297758,-1.0,-1.0,10.0
41,DiAcids_AvSpec_1,65.60958862304688,478.6895751953125,,-1.0,-1.0,1,0.008058224565277994,-1.0,-1.0,9.0
42,DiAcids_AvSpec_1,68.4710922241211,376.7657165527344,,-1.0,-1.0,1,0.006342445939502757,-1.0,-1.0,15.0
43,DiAcids_AvSpec_1,73.60694122314453,364.5740661621094,,-1.0,-1.0,1,0.0061372126071726546,-1.0,-1.0,7.0
44,DiAcids_AvSpec_1,74.1339111328125,378.64251708984375,,-1.0,-1.0,1,0.006374039859604508,-1.0,-1.0,6.0
45,DiAcids_AvSpec_1,98.50123596191406,426.6097106933594,,-1.0,-1.0,1,0.007181516015034851,-1.0,-1.0,3.0
46,DiAcids_AvSpec_1,103.00360107421876,3985.5673828125,C3 H3 O4,0.0004674992487565,4.406578250047932,1,0.06709274372153677,-1.0,-1.0,2.0
47,DiAcids_AvSpec_1,107.54135131835938,428.1643981933594,,-1.0,-1.0,1,0.007207687508321955,-1.0,-1.0,4.0
48,DiAcids_AvSpec_1,109.69259643554688,466.7814025878906,,-1.0,-1.0,1,0.00785776327678316,-1.0,-1.0,1.0
49,DiAcids_AvSpec_1,120.03279113769533,469.2987365722656,,-1.0,-1.0,1,0.007900139889107802,-1.0,-1.0,0.0
50,DiAcids_AvSpec_2,51.5722770690918,879.1090698242188,,-1.0,-1.0,1,0.006904769989400282,-1.0,-1.0,9.0
51,DiAcids_AvSpec_2,54.74549102783203,920.490478515625,,-1.0,-1.0,1,0.007229791216753405,-1.0,-1.0,14.0
52,DiAcids_AvSpec_2,56.81139373779297,798.4724731445312,,-1.0,-1.0,1,0.006271427470351297,-1.0,-1.0,15.0
53,DiAcids_AvSpec_2,59.01355743408203,103424.1015625,C2 H3 O2,0.0002530982520312,4.663292374441117,1,0.8123219941209658,-1.0,-1.0,16.0
54,DiAcids_AvSpec_2,60.06166076660156,952.9824829101562,,-1.0,-1.0,1,0.0074849925615463565,-1.0,-1.0,11.0
55,DiAcids_AvSpec_2,63.837547302246094,824.687744140625,,-1.0,-1.0,1,0.00647732958494786,-1.0,-1.0,12.0
56,DiAcids_AvSpec_2,65.46001434326172,847.1617431640625,,-1.0,-1.0,1,0.0066538466967891365,-1.0,-1.0,17.0
57,DiAcids_AvSpec_2,66.23733520507812,926.443115234375,,-1.0,-1.0,1,0.007276544900436416,-1.0,-1.0,7.0
58,DiAcids_AvSpec_2,68.06759643554688,891.49560546875,,-1.0,-1.0,1,0.007002057325553118,-1.0,-1.0,10.0
59,DiAcids_AvSpec_2,74.06382751464844,1119.8358154296875,,-1.0,-1.0,1,0.00879550558269247,-1.0,-1.0,18.0
60,DiAcids_AvSpec_2,77.0482406616211,957.4119262695312,,-1.0,-1.0,1,0.007519782656003778,-1.0,-1.0,5.0
61,DiAcids_AvSpec_2,80.0245361328125,879.107666015625,,-1.0,-1.0,1,0.006904758963492597,-1.0,-1.0,4.0
62,DiAcids_AvSpec_2,90.58683013916016,995.5664672851562,,-1.0,-1.0,1,0.007819459156687258,-1.0,-1.0,13.0
63,DiAcids_AvSpec_2,92.22132873535156,999.4489135742188,,-1.0,-1.0,1,0.007849952982245828,-1.0,-1.0,8.0
64,DiAcids_AvSpec_2,92.82051849365234,914.5237426757812,,-1.0,-1.0,1,0.007182926794606253,-1.0,-1.0,3.0
65,DiAcids_AvSpec_2,94.59193420410156,898.36572265625,,-1.0,-1.0,1,0.007056017158989257,-1.0,-1.0,1.0
66,DiAcids_AvSpec_2,96.53547668457033,970.2788696289062,,-1.0,-1.0,1,0.0076208432495213614,-1.0,-1.0,6.0
67,DiAcids_AvSpec_2,103.00345611572266,8102.12451171875,C3 H3 O4,0.0003225407526485,6.387004139470385,1,0.06363636561056767,-1.0,-1.0,2.0
68,DiAcids_AvSpec_2,111.21478271484376,1017.4876098632812,,-1.0,-1.0,1,0.00799163397844978,-1.0,-1.0,0.0
88,DiAcids_AvSpec_3,59.01360066731771,2692.3889973958335,C2 H3 O2,0.0003255775000781,3.625166352046548,3,0.001750728712171292,0.0031498514522555372,0.01072993627752363,13.0
74,DiAcids_AvSpec_3,69.03453480113636,96800.42622514204,C4 H5 O,0.000460341350319,2.999274346057676,11,0.06294457662198637,0.06783623231479682,0.11063356958039211,1.0
79,DiAcids_AvSpec_3,87.0450141213157,1051925.6761363635,C4 H7 O2,0.0003937041953179,4.421847630993869,11,0.6840157518335658,1.0,1.0,11.0
82,DiAcids_AvSpec_3,113.02431210604581,104388.44371448863,C5 H5 O3,0.0004611193001551,4.9021730429038985,11,0.06787869279164323,0.08187066217398768,0.10658656465749317,6.0
97,DiAcids_AvSpec_3,115.92063598632812,2605.6332763671876,,-1.0,-1.0,5,0.001694315715424952,0.006663989677753013,0.015569148395735857,2.0
1618,DiAcids_AvSpec_3,130.88915100097657,3317.622412109375,,-1.0,-1.0,5,0.0021572873825590573,0.005970330320761534,0.016357154057733445,0.0
84,DiAcids_AvSpec_3,131.03478310324928,276137.4289772727,C5 H7 O4,0.0003868527506369,6.774402939665248,11,0.1795586469426494,0.22342902719454796,0.27418923929739764,5.0
106,DiAcids_AvSpec_4,81.03449535369873,115079.17050170898,C5 H5 O,0.0004450825612565,3.641323741577752,16,0.032421287745253664,0.07245666920358583,0.09394126784236569,1.0
108,DiAcids_AvSpec_4,83.05017185211182,1350302.4521484375,C5 H7 O,0.0004505356793771,3.686728673550349,16,0.3804210975223876,0.8931097228663122,1.0,4.0
1153,DiAcids_AvSpec_4,100.91399765014648,2889.605712890625,,-1.0,-1.0,6,0.0008140894471129728,0.001616272456114736,0.017759866011119035,6.0
109,DiAcids_AvSpec_4,101.06067514419556,1353501.8134765625,C5 H9 O2,0.0003991573134385,5.063700465159341,16,0.38132245450791297,0.9591052291823329,1.0,5.0
113,DiAcids_AvSpec_4,127.03994131088257,66421.57843017578,C6 H7 O3,0.0004589430237587,5.536198240334782,16,0.018712970361101817,0.03174122052588241,0.05711180494564193,3.0
134,DiAcids_AvSpec_4,144.869504292806,23656.042521158855,,-1.0,-1.0,12,0.006664623651254572,0.004055136773838792,0.29406874166719316,13.0
115,DiAcids_AvSpec_4,145.05052089691162,637643.4660644531,C6 H9 O4,0.0004533410249791,6.399179827858558,16,0.17964347676497647,0.4222681050437625,0.5144385448521376,10.0
139,DiAcids_AvSpec_5,69.03446502685547,35683.07099609375,C4 H5 O,0.000521376506569,2.6481653963089284,10,0.0035427349070003503,0.0017202456038891453,0.007307584635164031,18.0
676,DiAcids_AvSpec_5,73.02931518554688,9504.25703125,C3 H5 O2,0.000411139260791,3.5525366951838784,5,0.0009436144986903982,0.0006816811618879512,0.0016902556234884986,6.0
1664,DiAcids_AvSpec_5,81.03453254699707,7703.877838134766,C5 H5 O,0.0005595234792252,2.8965575999205875,4,0.0007648668170801271,0.0012926919315654237,0.0045373763549099565,17.0
143,DiAcids_AvSpec_5,83.05014092581612,22759.376002720423,C5 H7 O,0.0005192002301583,3.1991591768006136,14,0.00225962714462582,0.0022632667902839796,0.02088453628998669,20.0
681,DiAcids_AvSpec_5,93.03445434570312,8844.72783203125,C6 H5 O,0.0002314595143815,8.038923911927089,5,0.0008781342288864334,0.0007103424733416396,0.0047746057667063255,8.0
145,DiAcids_AvSpec_5,95.05010896570542,481947.0394071691,C6 H7 O,0.0005344590192208,3.556876051703988,17,0.0478493176784073,0.06877473719934761,0.10056705675645598,7.0
146,DiAcids_AvSpec_5,97.06572454115924,5461068.849264706,C6 H9 O,0.0004865063756227,3.9903208376978183,17,0.5421932222128597,1.0,1.0,10.0
147,DiAcids_AvSpec_5,115.07628855985753,1524533.3184742648,C6 H11 O2,0.0004503867987608,5.110112254492182,17,0.1513607784720971,0.253267065066722,0.3008787849202838,15.0
687,DiAcids_AvSpec_5,130.406494140625,13421.271362304688,,-1.0,-1.0,4,0.0013325088122814897,0.0007777483348687204,0.0012811711982248645,3.0
148,DiAcids_AvSpec_5,141.05567034553079,108252.24734317555,C7 H9 O3,0.0004949137199901,5.700212314393673,17,0.010747646004624628,0.005647846528091057,0.02860662629707818,5.0
167,DiAcids_AvSpec_5,158.84656524658203,11240.7265625,,-1.0,-1.0,10,0.0011160170148296442,0.0006389015136941803,0.07285871508571634,2.0
149,DiAcids_AvSpec_5,159.06609658633963,2387223.304227941,C7 H11 O4,0.0003977589868782,7.99811628846988,17,0.2370115322086171,0.4103196540545894,0.525507893765879,9.0
182,DiAcids_AvSpec_6,121.02939351399739,736213.9739583334,C7 H5 O2,0.0004187686553365,5.780249864770158,3,0.7962417668943426,1.0,1.0,3.0
183,DiAcids_AvSpec_6,136.93233744303384,23679.608561197918,,-1.0,-1.0,3,0.025610344311668455,0.009311887095773585,0.0450208118674336,1.0
185,DiAcids_AvSpec_6,164.83707682291666,81157.67447916667,,-1.0,-1.0,3,0.08777493012919209,0.05353442378355238,0.27008866266123843,2.0
186,DiAcids_AvSpec_6,165.01911417643228,83559.84049479167,C8 H5 O4,0.0001067414293629,30.919370551005414,3,0.09037295866479694,0.10283698444695274,0.13619682536917851,0.0
188,DiAcids_AvSpec_7,50.79468536376953,3543.052001953125,,-1.0,-1.0,1,0.003506510311286156,-1.0,-1.0,11.0
189,DiAcids_AvSpec_7,52.139915466308594,3596.391845703125,,-1.0,-1.0,1,0.003559300028176753,-1.0,-1.0,7.0
190,DiAcids_AvSpec_7,53.76496124267578,3211.806396484375,,-1.0,-1.0,1,0.0031786810469953395,-1.0,-1.0,10.0
191,DiAcids_AvSpec_7,58.823272705078125,3250.078857421875,,-1.0,-1.0,1,0.0032165587803285396,-1.0,-1.0,14.0
192,DiAcids_AvSpec_7,58.973392486572266,3778.457275390625,,-1.0,-1.0,1,0.0037394877042752224,-1.0,-1.0,9.0
193,DiAcids_AvSpec_7,59.41477584838867,4319.890625,,-1.0,-1.0,1,0.004275336916263332,-1.0,-1.0,12.0
