,spectrum_id,label,compound_id,parent_full_mw,ms1_rt,ms2_rt,ms2_max_intensity,parent_mz,parent_intensity,parent_fromms1_mz,parent_fromms1_intensity,scan_type,mzml_file,mzml_file_short,spectrum_folder,n_averaged,spectrum_ids_orig
0,DiAcids_AvSpec_0,1,DiAcids_10,118.02653223812263,0.86422127,0.8687134475,1251005.0390625,117.01925563812262,4043127.765625,117.01923656463623,3588178.109375,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML,AcidMix100_1o5kV_01-AcidMix100_3o0kV_01-AcidMix25_1o5kV_01-AcidMix25_3o0kV_01-AcidMix50_3o0kV_01,DiAcids,8.0,AcidMix100_1o5kV_01_0224-AcidMix100_1o5kV_01_0270-AcidMix100_3o0kV_01_0230-AcidMix100_3o0kV_01_0278-AcidMix25_1o5kV_01_0228-AcidMix25_3o0kV_01_0234-AcidMix25_3o0kV_01_0280-AcidMix50_3o0kV_01_0232
1,DiAcids_AvSpec_1,1,DiAcids_11,104.010816639063,0.98731568,0.99180907,48719.13671875,103.003540039063,774814.125,103.00362396240234,774814.125,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML,AcidMix100_1o5kV_01,DiAcids,1.0,AcidMix100_1o5kV_01_0278
2,DiAcids_AvSpec_2,1,DiAcids_11,104.010908191797,1.1463615,1.1508527,103424.1015625,103.003631591797,1347836.125,103.00357818603516,1347836.125,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML,AcidMix100_1o5kV_01,DiAcids,1.0,AcidMix100_1o5kV_01_0324
3,DiAcids_AvSpec_3,1,DiAcids_09,132.04213461003218,1.2780348000000001,1.2829404363636365,1051925.6761363635,131.03485801003214,4455902.801136363,131.03479142622515,4403359.1875,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML,AcidMix100_1o5kV_01-AcidMix25_1o5kV_01-AcidMix25_3o0kV_01-AcidMix25_4o0kV_01-AcidMix50_1o5kV_01-AcidMix50_3o0kV_01-AcidMix50_4o0kV_01,DiAcids,11.0,AcidMix100_1o5kV_01_0334-AcidMix100_1o5kV_01_0380-AcidMix25_1o5kV_01_0378-AcidMix25_3o0kV_01_0384-AcidMix25_4o0kV_01_0342-AcidMix25_4o0kV_01_0390-AcidMix50_1o5kV_01_0334-AcidMix50_1o5kV_01_0380-AcidMix50_3o0kV_01_0340-AcidMix50_3o0kV_01_0388-AcidMix50_4o0kV_01_0384
4,DiAcids_AvSpec_4,1,DiAcids_07,146.0577692184507,2.3346965749999997,2.3391890312499997,1369457.4775390625,145.05049261845068,8041004.578125,145.0505027770996,8041004.578125,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML,AcidMix100_1o5kV_01-AcidMix100_3o0kV_01-AcidMix100_4o0kV_01-AcidMix25_1o5kV_01-AcidMix25_3o0kV_01-AcidMix25_4o0kV_01-AcidMix50_1o5kV_01-AcidMix50_3o0kV_01-AcidMix50_4o0kV_01,DiAcids,16.0,AcidMix100_1o5kV_01_0642-AcidMix100_1o5kV_01_0688-AcidMix100_3o0kV_01_0702-AcidMix100_4o0kV_01_0650-AcidMix25_1o5kV_01_0642-AcidMix25_1o5kV_01_0688-AcidMix25_3o0kV_01_0658-AcidMix25_3o0kV_01_0704-AcidMix25_4o0kV_01_0658-AcidMix25_4o0kV_01_0704-AcidMix50_1o5kV_01_0642-AcidMix50_1o5kV_01_0688-AcidMix50_3o0kV_01_0656-AcidMix50_3o0kV_01_0702-AcidMix50_4o0kV_01_0656-AcidMix50_4o0kV_01_0702
5,DiAcids_AvSpec_5,1,DiAcids_05,160.07342126250984,3.0039752588235293,3.008467176470588,5461068.849264706,159.06614466250983,19921999.49264706,159.0661190257353,19891406.24632353,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML,AcidMix100_1o5kV_01-AcidMix100_3o0kV_01-AcidMix100_4o0kV_01-AcidMix25_1o5kV_01-AcidMix25_3o0kV_01-AcidMix25_4o0kV_01-AcidMix50_1o5kV_01-AcidMix50_3o0kV_01-AcidMix50_4o0kV_01,DiAcids,17.0,AcidMix100_1o5kV_01_0838-AcidMix100_1o5kV_01_0884-AcidMix100_3o0kV_01_0850-AcidMix100_3o0kV_01_0896-AcidMix100_4o0kV_01_0894-AcidMix25_1o5kV_01_0834-AcidMix25_1o5kV_01_0882-AcidMix25_3o0kV_01_0850-AcidMix25_3o0kV_01_0896-AcidMix25_4o0kV_01_0852-AcidMix25_4o0kV_01_0898-AcidMix50_1o5kV_01_0834-AcidMix50_1o5kV_01_0882-AcidMix50_3o0kV_01_0850-AcidMix50_3o0kV_01_0898-AcidMix50_4o0kV_01_0848-AcidMix50_4o0kV_01_0896
6,DiAcids_AvSpec_6,1,DiAcids_08,166.02644955099467,3.4577792666666665,3.4630634666666666,736213.9739583334,165.01917295099466,3946322.9583333335,165.0191853841146,3946322.9583333335,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML,AcidMix100_1o5kV_01-AcidMix25_4o0kV_01,DiAcids,3.0,AcidMix100_1o5kV_01_0934-AcidMix100_1o5kV_01_1026-AcidMix25_4o0kV_01_1032
7,DiAcids_AvSpec_7,1,DiAcids_08,166.026456897852,3.4186043,3.4230977,805704.625,165.019180297852,4359601.5,165.0192413330078,4359601.5,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML,AcidMix100_1o5kV_01,DiAcids,1.0,AcidMix100_1o5kV_01_0980
8,DiAcids_AvSpec_8,1,DiAcids_06,174.088985067924,3.5539002615384616,3.558391907692308,5988454.896634615,173.081708467924,19358922.865384616,173.08170259915866,19207507.067307692,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML,AcidMix100_1o5kV_01-AcidMix100_3o0kV_01-AcidMix100_4o0kV_01-AcidMix25_1o5kV_01-AcidMix25_3o0kV_01-AcidMix25_4o0kV_01-AcidMix50_1o5kV_01-AcidMix50_3o0kV_01-AcidMix50_4o0kV_01,DiAcids,13.0,AcidMix100_1o5kV_01_0998-AcidMix100_1o5kV_01_1044-AcidMix100_3o0kV_01_1014-AcidMix100_4o0kV_01_1010-AcidMix100_4o0kV_01_1060-AcidMix25_1o5kV_01_1000-AcidMix25_3o0kV_01_1014-AcidMix25_3o0kV_01_1062-AcidMix25_4o0kV_01_1014-AcidMix50_1o5kV_01_1002-AcidMix50_1o5kV_01_1048-AcidMix50_3o0kV_01_1062-AcidMix50_4o0kV_01_1060
9,DiAcids_AvSpec_9,1,DiAcids_02,188.1046441641688,4.02075722,4.0252491599999995,11159866.325,187.0973675641688,25075333.75,187.0974365234375,25075333.75,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML,AcidMix100_1o5kV_01-AcidMix100_4o0kV_01-AcidMix25_4o0kV_01-AcidMix50_1o5kV_01,DiAcids,5.0,AcidMix100_1o5kV_01_1138-AcidMix100_1o5kV_01_1186-AcidMix100_4o0kV_01_1148-AcidMix25_4o0kV_01_1152-AcidMix50_1o5kV_01_1190
10,DiAcids_AvSpec_10,1,DiAcids_01,202.1203809148262,4.4502185,4.45480853125,9061253.338867188,201.1131043148262,35260739.4375,201.11310195922852,33711590.71875,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix25_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_3o0kV_01.mzML-SN51_2019-03-20_HyFlexFuel_AcidMix50_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_4o0kV_01.mzML,AcidMix100_1o5kV_01-AcidMix100_3o0kV_01-AcidMix100_4o0kV_01-AcidMix25_1o5kV_01-AcidMix25_3o0kV_01-AcidMix25_4o0kV_01-AcidMix50_1o5kV_01-AcidMix50_3o0kV_01-AcidMix50_4o0kV_01,DiAcids,16.0,AcidMix100_1o5kV_01_1258-AcidMix100_1o5kV_01_1306-AcidMix100_3o0kV_01_1272-AcidMix100_3o0kV_01_1318-AcidMix100_4o0kV_01_1266-AcidMix100_4o0kV_01_1312-AcidMix25_1o5kV_01_1260-AcidMix25_1o5kV_01_1306-AcidMix25_3o0kV_01_1272-AcidMix25_3o0kV_01_1320-AcidMix25_4o0kV_01_1274-AcidMix25_4o0kV_01_1320-AcidMix50_1o5kV_01_1308-AcidMix50_3o0kV_01_1274-AcidMix50_3o0kV_01_1320-AcidMix50_4o0kV_01_1322
11,DiAcids_AvSpec_11,1,DiAcids_00,230.15167321398002,5.0557706499999995,5.06026195,8999395.3125,229.14439661398,22437791.75,229.1442642211914,22437791.75,negative,SN51_2019-03-20_HyFlexFuel_AcidMix100_10min_700uLmin_50-750_ESI_RP-MS_CB_neg_1o5kV_01.mzML,AcidMix100_1o5kV_01,DiAcids,2.0,AcidMix100_1o5kV_01_1436-AcidMix100_1o5kV_01_1482
